"","X","Data","EBA.US48.ALL.D.H","Year","day","month","hour","wday","value"
"25197","",2018-05-15 18:00:00,518904,2018,15,5,18,20,518904
"25198","",2018-05-15 19:00:00,506467,2018,15,5,19,20,506467
"25199","",2018-05-15 20:00:00,481389,2018,15,5,20,20,481389
"25200","",2018-05-15 21:00:00,449952,2018,15,5,21,20,449952
"25201","",2018-05-15 22:00:00,417032,2018,15,5,22,20,417032
"25202","",2018-05-15 23:00:00,392047,2018,15,5,23,20,392047
"25203","",2018-05-16 00:00:00,373372,2018,16,5,0,20,373372
"25204","",2018-05-16 01:00:00,361585,2018,16,5,1,20,361585
"25205","",2018-05-16 02:00:00,358023,2018,16,5,2,20,358023
"25206","",2018-05-16 03:00:00,364483,2018,16,5,3,20,364483
"25207","",2018-05-16 04:00:00,384745,2018,16,5,4,20,384745
"25208","",2018-05-16 05:00:00,405137,2018,16,5,5,20,405137
"25209","",2018-05-16 06:00:00,422278,2018,16,5,6,20,422278
"25210","",2018-05-16 07:00:00,438947,2018,16,5,7,20,438947
"25211","",2018-05-16 08:00:00,456942,2018,16,5,8,20,456942
"25212","",2018-05-16 09:00:00,473575,2018,16,5,9,20,473575
"25213","",2018-05-16 10:00:00,488016,2018,16,5,10,20,488016
"25214","",2018-05-16 11:00:00,501787,2018,16,5,11,20,501787
"25215","",2018-05-16 12:00:00,512899,2018,16,5,12,20,512899
"25216","",2018-05-16 13:00:00,521593,2018,16,5,13,20,521593
"25217","",2018-05-16 14:00:00,527839,2018,16,5,14,20,527839
"25218","",2018-05-16 15:00:00,531657,2018,16,5,15,20,531657
"25219","",2018-05-16 16:00:00,528822,2018,16,5,16,20,528822
"25220","",2018-05-16 17:00:00,522011,2018,16,5,17,20,522011
"25221","",2018-05-16 18:00:00,511831,2018,16,5,18,20,511831
"25222","",2018-05-16 19:00:00,502295,2018,16,5,19,20,502295
"25223","",2018-05-16 20:00:00,477801,2018,16,5,20,20,477801
"25224","",2018-05-16 21:00:00,447010,2018,16,5,21,20,447010
"25225","",2018-05-16 22:00:00,416575,2018,16,5,22,20,416575
"25226","",2018-05-16 23:00:00,390942,2018,16,5,23,20,390942
"25227","",2018-05-17 00:00:00,372038,2018,17,5,0,20,372038
"25228","",2018-05-17 01:00:00,361206,2018,17,5,1,20,361206
"25229","",2018-05-17 02:00:00,357270,2018,17,5,2,20,357270
"25230","",2018-05-17 03:00:00,365001,2018,17,5,3,20,365001
"25231","",2018-05-17 04:00:00,385544,2018,17,5,4,20,385544
"25232","",2018-05-17 05:00:00,406268,2018,17,5,5,20,406268
"25233","",2018-05-17 06:00:00,424346,2018,17,5,6,20,424346
"25234","",2018-05-17 07:00:00,441907,2018,17,5,7,20,441907
"25235","",2018-05-17 08:00:00,458805,2018,17,5,8,20,458805
"25236","",2018-05-17 09:00:00,474542,2018,17,5,9,20,474542
"25237","",2018-05-17 10:00:00,488389,2018,17,5,10,20,488389
"25238","",2018-05-17 11:00:00,501228,2018,17,5,11,20,501228
"25239","",2018-05-17 12:00:00,511723,2018,17,5,12,20,511723
"25240","",2018-05-17 13:00:00,520574,2018,17,5,13,20,520574
"25241","",2018-05-17 14:00:00,527268,2018,17,5,14,20,527268
"25242","",2018-05-17 15:00:00,528883,2018,17,5,15,20,528883
"25243","",2018-05-17 16:00:00,524131,2018,17,5,16,20,524131
"25244","",2018-05-17 17:00:00,516579,2018,17,5,17,20,516579
"25245","",2018-05-17 18:00:00,509696,2018,17,5,18,20,509696
"25246","",2018-05-17 19:00:00,499945,2018,17,5,19,20,499945
"25247","",2018-05-17 20:00:00,476674,2018,17,5,20,20,476674
"25248","",2018-05-17 21:00:00,446481,2018,17,5,21,20,446481
"25249","",2018-05-17 22:00:00,417689,2018,17,5,22,20,417689
"25250","",2018-05-17 23:00:00,392375,2018,17,5,23,20,392375
"25251","",2018-05-18 00:00:00,374636,2018,18,5,0,20,374636
"25252","",2018-05-18 01:00:00,362894,2018,18,5,1,20,362894
"25253","",2018-05-18 02:00:00,359058,2018,18,5,2,20,359058
"25254","",2018-05-18 03:00:00,364897,2018,18,5,3,20,364897
"25255","",2018-05-18 04:00:00,383094,2018,18,5,4,20,383094
"25256","",2018-05-18 05:00:00,403994,2018,18,5,5,20,403994
"25257","",2018-05-18 06:00:00,421634,2018,18,5,6,20,421634
"25258","",2018-05-18 07:00:00,438878,2018,18,5,7,20,438878
"25259","",2018-05-18 08:00:00,455824,2018,18,5,8,20,455824
"25260","",2018-05-18 09:00:00,470806,2018,18,5,9,20,470806
"25261","",2018-05-18 10:00:00,483951,2018,18,5,10,20,483951
"25262","",2018-05-18 11:00:00,496022,2018,18,5,11,20,496022
"25263","",2018-05-18 12:00:00,504847,2018,18,5,12,20,504847
"25264","",2018-05-18 13:00:00,510886,2018,18,5,13,20,510886
"25265","",2018-05-18 14:00:00,515258,2018,18,5,14,20,515258
"25266","",2018-05-18 15:00:00,515130,2018,18,5,15,20,515130
"25267","",2018-05-18 16:00:00,507393,2018,18,5,16,20,507393
"25268","",2018-05-18 17:00:00,496958,2018,18,5,17,20,496958
"25269","",2018-05-18 18:00:00,489068,2018,18,5,18,20,489068
"25270","",2018-05-18 19:00:00,479538,2018,18,5,19,20,479538
"25271","",2018-05-18 20:00:00,458489,2018,18,5,20,20,458489
"25272","",2018-05-18 21:00:00,437234,2018,18,5,21,20,437234
"25273","",2018-05-18 22:00:00,410065,2018,18,5,22,20,410065
"25274","",2018-05-18 23:00:00,387341,2018,18,5,23,20,387341
"25275","",2018-05-19 00:00:00,369383,2018,19,5,0,20,369383
"25276","",2018-05-19 01:00:00,357670,2018,19,5,1,20,357670
"25277","",2018-05-19 02:00:00,350631,2018,19,5,2,20,350631
"25278","",2018-05-19 03:00:00,350155,2018,19,5,3,20,350155
"25279","",2018-05-19 04:00:00,355014,2018,19,5,4,20,355014
"25280","",2018-05-19 05:00:00,363049,2018,19,5,5,20,363049
"25281","",2018-05-19 06:00:00,380123,2018,19,5,6,20,380123
"25282","",2018-05-19 07:00:00,402018,2018,19,5,7,20,402018
"25283","",2018-05-19 08:00:00,421967,2018,19,5,8,20,421967
"25284","",2018-05-19 09:00:00,439770,2018,19,5,9,20,439770
"25285","",2018-05-19 10:00:00,454552,2018,19,5,10,20,454552
"25286","",2018-05-19 11:00:00,464851,2018,19,5,11,20,464851
"25287","",2018-05-19 12:00:00,472636,2018,19,5,12,20,472636
"25288","",2018-05-19 13:00:00,478508,2018,19,5,13,20,478508
"25289","",2018-05-19 14:00:00,482682,2018,19,5,14,20,482682
"25290","",2018-05-19 15:00:00,485025,2018,19,5,15,20,485025
"25291","",2018-05-19 16:00:00,482640,2018,19,5,16,20,482640
"25292","",2018-05-19 17:00:00,475937,2018,19,5,17,20,475937
"25293","",2018-05-19 18:00:00,469767,2018,19,5,18,20,469767
"25294","",2018-05-19 19:00:00,463236,2018,19,5,19,20,463236
"25295","",2018-05-19 20:00:00,447262,2018,19,5,20,20,447262
"25296","",2018-05-19 21:00:00,424460,2018,19,5,21,20,424460
"25297","",2018-05-19 22:00:00,400818,2018,19,5,22,20,400818
"25298","",2018-05-19 23:00:00,379620,2018,19,5,23,20,379620
"25299","",2018-05-20 00:00:00,362554,2018,20,5,0,20,362554
"25300","",2018-05-20 01:00:00,350847,2018,20,5,1,20,350847
"25301","",2018-05-20 02:00:00,343668,2018,20,5,2,20,343668
"25302","",2018-05-20 03:00:00,341092,2018,20,5,3,20,341092
"25303","",2018-05-20 04:00:00,341002,2018,20,5,4,20,341002
"25304","",2018-05-20 05:00:00,347767,2018,20,5,5,20,347767
"25305","",2018-05-20 06:00:00,364474,2018,20,5,6,20,364474
"25306","",2018-05-20 07:00:00,385899,2018,20,5,7,20,385899
"25307","",2018-05-20 08:00:00,405332,2018,20,5,8,20,405332
"25308","",2018-05-20 09:00:00,423818,2018,20,5,9,20,423818
"25309","",2018-05-20 10:00:00,441104,2018,20,5,10,20,441104
"25310","",2018-05-20 11:00:00,454262,2018,20,5,11,20,454262
"25311","",2018-05-20 12:00:00,463907,2018,20,5,12,20,463907
"25312","",2018-05-20 13:00:00,470653,2018,20,5,13,20,470653
"25313","",2018-05-20 14:00:00,476277,2018,20,5,14,20,476277
"25314","",2018-05-20 15:00:00,480128,2018,20,5,15,20,480128
"25315","",2018-05-20 16:00:00,479683,2018,20,5,16,20,479683
"25316","",2018-05-20 17:00:00,474489,2018,20,5,17,20,474489
"25317","",2018-05-20 18:00:00,470832,2018,20,5,18,20,470832
"25318","",2018-05-20 19:00:00,464811,2018,20,5,19,20,464811
"25319","",2018-05-20 20:00:00,447344,2018,20,5,20,20,447344
"25320","",2018-05-20 21:00:00,421910,2018,20,5,21,20,421910
"25321","",2018-05-20 22:00:00,393948,2018,20,5,22,20,393948
"25322","",2018-05-20 23:00:00,372267,2018,20,5,23,20,372267
"25323","",2018-05-21 00:00:00,355701,2018,21,5,0,21,355701
"25324","",2018-05-21 01:00:00,346625,2018,21,5,1,21,346625
"25325","",2018-05-21 02:00:00,344483,2018,21,5,2,21,344483
"25326","",2018-05-21 03:00:00,354227,2018,21,5,3,21,354227
"25327","",2018-05-21 04:00:00,376629,2018,21,5,4,21,376629
"25328","",2018-05-21 05:00:00,399987,2018,21,5,5,21,399987
"25329","",2018-05-21 06:00:00,418864,2018,21,5,6,21,418864
"25330","",2018-05-21 07:00:00,436399,2018,21,5,7,21,436399
"25331","",2018-05-21 08:00:00,454755,2018,21,5,8,21,454755
"25332","",2018-05-21 09:00:00,470909,2018,21,5,9,21,470909
"25333","",2018-05-21 10:00:00,484795,2018,21,5,10,21,484795
"25334","",2018-05-21 11:00:00,497902,2018,21,5,11,21,497902
"25335","",2018-05-21 12:00:00,509517,2018,21,5,12,21,509517
"25336","",2018-05-21 13:00:00,516785,2018,21,5,13,21,516785
"25337","",2018-05-21 14:00:00,522797,2018,21,5,14,21,522797
"25338","",2018-05-21 15:00:00,526062,2018,21,5,15,21,526062
"25339","",2018-05-21 16:00:00,522738,2018,21,5,16,21,522738
"25340","",2018-05-21 17:00:00,515072,2018,21,5,17,21,515072
"25341","",2018-05-21 18:00:00,507358,2018,21,5,18,21,507358
"25342","",2018-05-21 19:00:00,496474,2018,21,5,19,21,496474
"25343","",2018-05-21 20:00:00,472960,2018,21,5,20,21,472960
"25344","",2018-05-21 21:00:00,443132,2018,21,5,21,21,443132
"25345","",2018-05-21 22:00:00,413071,2018,21,5,22,21,413071
"25346","",2018-05-21 23:00:00,388404,2018,21,5,23,21,388404
"25347","",2018-05-22 00:00:00,369870,2018,22,5,0,21,369870
"25348","",2018-05-22 01:00:00,359347,2018,22,5,1,21,359347
"25349","",2018-05-22 02:00:00,355963,2018,22,5,2,21,355963
"25350","",2018-05-22 03:00:00,364110,2018,22,5,3,21,364110
"25351","",2018-05-22 04:00:00,384545,2018,22,5,4,21,384545
"25352","",2018-05-22 05:00:00,407306,2018,22,5,5,21,407306
"25353","",2018-05-22 06:00:00,426500,2018,22,5,6,21,426500
"25354","",2018-05-22 07:00:00,445031,2018,22,5,7,21,445031
"25355","",2018-05-22 08:00:00,462415,2018,22,5,8,21,462415
"25356","",2018-05-22 09:00:00,480178,2018,22,5,9,21,480178
"25357","",2018-05-22 10:00:00,495313,2018,22,5,10,21,495313
"25358","",2018-05-22 11:00:00,509090,2018,22,5,11,21,509090
"25359","",2018-05-22 12:00:00,520331,2018,22,5,12,21,520331
"25360","",2018-05-22 13:00:00,528077,2018,22,5,13,21,528077
"25361","",2018-05-22 14:00:00,533813,2018,22,5,14,21,533813
"25362","",2018-05-22 15:00:00,534910,2018,22,5,15,21,534910
"25363","",2018-05-22 16:00:00,530397,2018,22,5,16,21,530397
"25364","",2018-05-22 17:00:00,522224,2018,22,5,17,21,522224
"25365","",2018-05-22 18:00:00,514109,2018,22,5,18,21,514109
"25366","",2018-05-22 19:00:00,503862,2018,22,5,19,21,503862
"25367","",2018-05-22 20:00:00,481194,2018,22,5,20,21,481194
"25368","",2018-05-22 21:00:00,450701,2018,22,5,21,21,450701
"25369","",2018-05-22 22:00:00,420120,2018,22,5,22,21,420120
"25370","",2018-05-22 23:00:00,393909,2018,22,5,23,21,393909
"25371","",2018-05-23 00:00:00,375266,2018,23,5,0,21,375266
"25372","",2018-05-23 01:00:00,363386,2018,23,5,1,21,363386
"25373","",2018-05-23 02:00:00,359488,2018,23,5,2,21,359488
"25374","",2018-05-23 03:00:00,366463,2018,23,5,3,21,366463
"25375","",2018-05-23 04:00:00,384525,2018,23,5,4,21,384525
"25376","",2018-05-23 05:00:00,407662,2018,23,5,5,21,407662
"25377","",2018-05-23 06:00:00,428488,2018,23,5,6,21,428488
"25378","",2018-05-23 07:00:00,449863,2018,23,5,7,21,449863
"25379","",2018-05-23 08:00:00,471658,2018,23,5,8,21,471658
"25380","",2018-05-23 09:00:00,491624,2018,23,5,9,21,491624
"25381","",2018-05-23 10:00:00,508981,2018,23,5,10,21,508981
"25382","",2018-05-23 11:00:00,524276,2018,23,5,11,21,524276
"25383","",2018-05-23 12:00:00,538510,2018,23,5,12,21,538510
"25384","",2018-05-23 13:00:00,549840,2018,23,5,13,21,549840
"25385","",2018-05-23 14:00:00,558458,2018,23,5,14,21,558458
"25386","",2018-05-23 15:00:00,562462,2018,23,5,15,21,562462
"25387","",2018-05-23 16:00:00,558367,2018,23,5,16,21,558367
"25388","",2018-05-23 17:00:00,547745,2018,23,5,17,21,547745
"25389","",2018-05-23 18:00:00,537512,2018,23,5,18,21,537512
"25390","",2018-05-23 19:00:00,522775,2018,23,5,19,21,522775
"25391","",2018-05-23 20:00:00,497508,2018,23,5,20,21,497508
"25392","",2018-05-23 21:00:00,464104,2018,23,5,21,21,464104
"25393","",2018-05-23 22:00:00,430099,2018,23,5,22,21,430099
"25394","",2018-05-23 23:00:00,401999,2018,23,5,23,21,401999
"25395","",2018-05-24 00:00:00,381467,2018,24,5,0,21,381467
"25396","",2018-05-24 01:00:00,368469,2018,24,5,1,21,368469
"25397","",2018-05-24 02:00:00,364008,2018,24,5,2,21,364008
"25398","",2018-05-24 03:00:00,370154,2018,24,5,3,21,370154
"25399","",2018-05-24 04:00:00,388584,2018,24,5,4,21,388584
"25400","",2018-05-24 05:00:00,411734,2018,24,5,5,21,411734
"25401","",2018-05-24 06:00:00,431872,2018,24,5,6,21,431872
"25402","",2018-05-24 07:00:00,454373,2018,24,5,7,21,454373
"25403","",2018-05-24 08:00:00,475263,2018,24,5,8,21,475263
"25404","",2018-05-24 09:00:00,497028,2018,24,5,9,21,497028
"25405","",2018-05-24 10:00:00,517452,2018,24,5,10,21,517452
"25406","",2018-05-24 11:00:00,536418,2018,24,5,11,21,536418
"25407","",2018-05-24 12:00:00,551509,2018,24,5,12,21,551509
"25408","",2018-05-24 13:00:00,563526,2018,24,5,13,21,563526
"25409","",2018-05-24 14:00:00,571879,2018,24,5,14,21,571879
"25410","",2018-05-24 15:00:00,575094,2018,24,5,15,21,575094
"25411","",2018-05-24 16:00:00,570298,2018,24,5,16,21,570298
"25412","",2018-05-24 17:00:00,558666,2018,24,5,17,21,558666
"25413","",2018-05-24 18:00:00,544624,2018,24,5,18,21,544624
"25414","",2018-05-24 19:00:00,529917,2018,24,5,19,21,529917
"25415","",2018-05-24 20:00:00,503219,2018,24,5,20,21,503219
"25416","",2018-05-24 21:00:00,470075,2018,24,5,21,21,470075
"25417","",2018-05-24 22:00:00,436946,2018,24,5,22,21,436946
"25418","",2018-05-24 23:00:00,408514,2018,24,5,23,21,408514
"25419","",2018-05-25 00:00:00,386644,2018,25,5,0,21,386644
"25420","",2018-05-25 01:00:00,372946,2018,25,5,1,21,372946
"25421","",2018-05-25 02:00:00,367418,2018,25,5,2,21,367418
"25422","",2018-05-25 03:00:00,372437,2018,25,5,3,21,372437
"25423","",2018-05-25 04:00:00,390087,2018,25,5,4,21,390087
"25424","",2018-05-25 05:00:00,412032,2018,25,5,5,21,412032
"25425","",2018-05-25 06:00:00,434152,2018,25,5,6,21,434152
"25426","",2018-05-25 07:00:00,458677,2018,25,5,7,21,458677
"25427","",2018-05-25 08:00:00,483773,2018,25,5,8,21,483773
"25428","",2018-05-25 09:00:00,508480,2018,25,5,9,21,508480
"25429","",2018-05-25 10:00:00,528627,2018,25,5,10,21,528627
"25430","",2018-05-25 11:00:00,545710,2018,25,5,11,21,545710
"25431","",2018-05-25 12:00:00,558432,2018,25,5,12,21,558432
"25432","",2018-05-25 13:00:00,565761,2018,25,5,13,21,565761
"25433","",2018-05-25 14:00:00,570014,2018,25,5,14,21,570014
"25434","",2018-05-25 15:00:00,570115,2018,25,5,15,21,570115
"25435","",2018-05-25 16:00:00,561787,2018,25,5,16,21,561787
"25436","",2018-05-25 17:00:00,547662,2018,25,5,17,21,547662
"25437","",2018-05-25 18:00:00,533357,2018,25,5,18,21,533357
"25438","",2018-05-25 19:00:00,520208,2018,25,5,19,21,520208
"25439","",2018-05-25 20:00:00,496955,2018,25,5,20,21,496955
"25440","",2018-05-25 21:00:00,468560,2018,25,5,21,21,468560
"25441","",2018-05-25 22:00:00,437018,2018,25,5,22,21,437018
"25442","",2018-05-25 23:00:00,409852,2018,25,5,23,21,409852
"25443","",2018-05-26 00:00:00,388417,2018,26,5,0,21,388417
"25444","",2018-05-26 01:00:00,373790,2018,26,5,1,21,373790
"25445","",2018-05-26 02:00:00,364498,2018,26,5,2,21,364498
"25446","",2018-05-26 03:00:00,360896,2018,26,5,3,21,360896
"25447","",2018-05-26 04:00:00,361964,2018,26,5,4,21,361964
"25448","",2018-05-26 05:00:00,370277,2018,26,5,5,21,370277
"25449","",2018-05-26 06:00:00,392621,2018,26,5,6,21,392621
"25450","",2018-05-26 07:00:00,421243,2018,26,5,7,21,421243
"25451","",2018-05-26 08:00:00,449747,2018,26,5,8,21,449747
"25452","",2018-05-26 09:00:00,476246,2018,26,5,9,21,476246
"25453","",2018-05-26 10:00:00,498594,2018,26,5,10,21,498594
"25454","",2018-05-26 11:00:00,516685,2018,26,5,11,21,516685
"25455","",2018-05-26 12:00:00,530750,2018,26,5,12,21,530750
"25456","",2018-05-26 13:00:00,540367,2018,26,5,13,21,540367
"25457","",2018-05-26 14:00:00,546980,2018,26,5,14,21,546980
"25458","",2018-05-26 15:00:00,548930,2018,26,5,15,21,548930
"25459","",2018-05-26 16:00:00,545314,2018,26,5,16,21,545314
"25460","",2018-05-26 17:00:00,534773,2018,26,5,17,21,534773
"25461","",2018-05-26 18:00:00,522784,2018,26,5,18,21,522784
"25462","",2018-05-26 19:00:00,509237,2018,26,5,19,21,509237
"25463","",2018-05-26 20:00:00,489081,2018,26,5,20,21,489081
"25464","",2018-05-26 21:00:00,462564,2018,26,5,21,21,462564
"25465","",2018-05-26 22:00:00,434278,2018,26,5,22,21,434278
"25466","",2018-05-26 23:00:00,408553,2018,26,5,23,21,408553
"25467","",2018-05-27 00:00:00,388036,2018,27,5,0,21,388036
"25468","",2018-05-27 01:00:00,372898,2018,27,5,1,21,372898
"25469","",2018-05-27 02:00:00,363147,2018,27,5,2,21,363147
"25470","",2018-05-27 03:00:00,358515,2018,27,5,3,21,358515
"25471","",2018-05-27 04:00:00,356788,2018,27,5,4,21,356788
"25472","",2018-05-27 05:00:00,362712,2018,27,5,5,21,362712
"25473","",2018-05-27 06:00:00,381335,2018,27,5,6,21,381335
"25474","",2018-05-27 07:00:00,409343,2018,27,5,7,21,409343
"25475","",2018-05-27 08:00:00,437595,2018,27,5,8,21,437595
"25476","",2018-05-27 09:00:00,463578,2018,27,5,9,21,463578
"25477","",2018-05-27 10:00:00,487226,2018,27,5,10,21,487226
"25478","",2018-05-27 11:00:00,505288,2018,27,5,11,21,505288
"25479","",2018-05-27 12:00:00,517926,2018,27,5,12,21,517926
"25480","",2018-05-27 13:00:00,526872,2018,27,5,13,21,526872
"25481","",2018-05-27 14:00:00,532669,2018,27,5,14,21,532669
"25482","",2018-05-27 15:00:00,534940,2018,27,5,15,21,534940
"25483","",2018-05-27 16:00:00,530549,2018,27,5,16,21,530549
"25484","",2018-05-27 17:00:00,524282,2018,27,5,17,21,524282
"25485","",2018-05-27 18:00:00,514688,2018,27,5,18,21,514688
"25486","",2018-05-27 19:00:00,503412,2018,27,5,19,21,503412
"25487","",2018-05-27 20:00:00,484523,2018,27,5,20,21,484523
"25488","",2018-05-27 21:00:00,460350,2018,27,5,21,21,460350
"25489","",2018-05-27 22:00:00,432426,2018,27,5,22,21,432426
"25490","",2018-05-27 23:00:00,406268,2018,27,5,23,21,406268
"25491","",2018-05-28 00:00:00,384458,2018,28,5,0,22,384458
"25492","",2018-05-28 01:00:00,370206,2018,28,5,1,22,370206
"25493","",2018-05-28 02:00:00,361550,2018,28,5,2,22,361550
"25494","",2018-05-28 03:00:00,359486,2018,28,5,3,22,359486
"25495","",2018-05-28 04:00:00,360439,2018,28,5,4,22,360439
"25496","",2018-05-28 05:00:00,366541,2018,28,5,5,22,366541
"25497","",2018-05-28 06:00:00,384732,2018,28,5,6,22,384732
"25498","",2018-05-28 07:00:00,413749,2018,28,5,7,22,413749
"25499","",2018-05-28 08:00:00,445884,2018,28,5,8,22,445884
"25500","",2018-05-28 09:00:00,473546,2018,28,5,9,22,473546
"25501","",2018-05-28 10:00:00,496435,2018,28,5,10,22,496435
"25502","",2018-05-28 11:00:00,513078,2018,28,5,11,22,513078
"25503","",2018-05-28 12:00:00,525365,2018,28,5,12,22,525365
"25504","",2018-05-28 13:00:00,534662,2018,28,5,13,22,534662
"25505","",2018-05-28 14:00:00,542933,2018,28,5,14,22,542933
"25506","",2018-05-28 15:00:00,549186,2018,28,5,15,22,549186
"25507","",2018-05-28 16:00:00,548988,2018,28,5,16,22,548988
"25508","",2018-05-28 17:00:00,543255,2018,28,5,17,22,543255
"25509","",2018-05-28 18:00:00,536569,2018,28,5,18,22,536569
"25510","",2018-05-28 19:00:00,524827,2018,28,5,19,22,524827
"25511","",2018-05-28 20:00:00,502402,2018,28,5,20,22,502402
"25512","",2018-05-28 21:00:00,471205,2018,28,5,21,22,471205
"25513","",2018-05-28 22:00:00,439870,2018,28,5,22,22,439870
"25514","",2018-05-28 23:00:00,412796,2018,28,5,23,22,412796
"25515","",2018-05-29 00:00:00,392082,2018,29,5,0,22,392082
"25516","",2018-05-29 01:00:00,378425,2018,29,5,1,22,378425
"25517","",2018-05-29 02:00:00,374086,2018,29,5,2,22,374086
"25518","",2018-05-29 03:00:00,381629,2018,29,5,3,22,381629
"25519","",2018-05-29 04:00:00,400643,2018,29,5,4,22,400643
"25520","",2018-05-29 05:00:00,424771,2018,29,5,5,22,424771
"25521","",2018-05-29 06:00:00,449616,2018,29,5,6,22,449616
"25522","",2018-05-29 07:00:00,476030,2018,29,5,7,22,476030
"25523","",2018-05-29 08:00:00,504745,2018,29,5,8,22,504745
"25524","",2018-05-29 09:00:00,531594,2018,29,5,9,22,531594
"25525","",2018-05-29 10:00:00,555381,2018,29,5,10,22,555381
"25526","",2018-05-29 11:00:00,576699,2018,29,5,11,22,576699
"25527","",2018-05-29 12:00:00,594055,2018,29,5,12,22,594055
"25528","",2018-05-29 13:00:00,606562,2018,29,5,13,22,606562
"25529","",2018-05-29 14:00:00,613769,2018,29,5,14,22,613769
"25530","",2018-05-29 15:00:00,616484,2018,29,5,15,22,616484
"25531","",2018-05-29 16:00:00,611540,2018,29,5,16,22,611540
"25532","",2018-05-29 17:00:00,599444,2018,29,5,17,22,599444
"25533","",2018-05-29 18:00:00,585463,2018,29,5,18,22,585463
"25534","",2018-05-29 19:00:00,569432,2018,29,5,19,22,569432
"25535","",2018-05-29 20:00:00,539704,2018,29,5,20,22,539704
"25536","",2018-05-29 21:00:00,504460,2018,29,5,21,22,504460
"25537","",2018-05-29 22:00:00,468935,2018,29,5,22,22,468935
"25538","",2018-05-29 23:00:00,438784,2018,29,5,23,22,438784
"25539","",2018-05-30 00:00:00,415956,2018,30,5,0,22,415956
"25540","",2018-05-30 01:00:00,401646,2018,30,5,1,22,401646
"25541","",2018-05-30 02:00:00,395582,2018,30,5,2,22,395582
"25542","",2018-05-30 03:00:00,400821,2018,30,5,3,22,400821
"25543","",2018-05-30 04:00:00,418490,2018,30,5,4,22,418490
"25544","",2018-05-30 05:00:00,440643,2018,30,5,5,22,440643
"25545","",2018-05-30 06:00:00,462011,2018,30,5,6,22,462011
"25546","",2018-05-30 07:00:00,483931,2018,30,5,7,22,483931
"25547","",2018-05-30 08:00:00,508070,2018,30,5,8,22,508070
"25548","",2018-05-30 09:00:00,529158,2018,30,5,9,22,529158
"25549","",2018-05-30 10:00:00,547747,2018,30,5,10,22,547747
"25550","",2018-05-30 11:00:00,565228,2018,30,5,11,22,565228
"25551","",2018-05-30 12:00:00,579080,2018,30,5,12,22,579080
"25552","",2018-05-30 13:00:00,589916,2018,30,5,13,22,589916
"25553","",2018-05-30 14:00:00,596969,2018,30,5,14,22,596969
"25554","",2018-05-30 15:00:00,599700,2018,30,5,15,22,599700
"25555","",2018-05-30 16:00:00,594763,2018,30,5,16,22,594763
"25556","",2018-05-30 17:00:00,582699,2018,30,5,17,22,582699
"25557","",2018-05-30 18:00:00,569342,2018,30,5,18,22,569342
"25558","",2018-05-30 19:00:00,554197,2018,30,5,19,22,554197
"25559","",2018-05-30 20:00:00,528591,2018,30,5,20,22,528591
"25560","",2018-05-30 21:00:00,495175,2018,30,5,21,22,495175
"25561","",2018-05-30 22:00:00,461929,2018,30,5,22,22,461929
"25562","",2018-05-30 23:00:00,436062,2018,30,5,23,22,436062
"25563","",2018-05-31 00:00:00,410449,2018,31,5,0,22,410449
"25564","",2018-05-31 01:00:00,396637,2018,31,5,1,22,396637
"25565","",2018-05-31 02:00:00,391439,2018,31,5,2,22,391439
"25566","",2018-05-31 03:00:00,397047,2018,31,5,3,22,397047
"25567","",2018-05-31 04:00:00,416318,2018,31,5,4,22,416318
"25568","",2018-05-31 05:00:00,437517,2018,31,5,5,22,437517
"25569","",2018-05-31 06:00:00,460498,2018,31,5,6,22,460498
"25570","",2018-05-31 07:00:00,484306,2018,31,5,7,22,484306
"25571","",2018-05-31 08:00:00,509226,2018,31,5,8,22,509226
"25572","",2018-05-31 09:00:00,533235,2018,31,5,9,22,533235
"25573","",2018-05-31 10:00:00,553424,2018,31,5,10,22,553424
"25574","",2018-05-31 11:00:00,573332,2018,31,5,11,22,573332
"25575","",2018-05-31 12:00:00,591115,2018,31,5,12,22,591115
"25576","",2018-05-31 13:00:00,600766,2018,31,5,13,22,600766
"25577","",2018-05-31 14:00:00,607490,2018,31,5,14,22,607490
"25578","",2018-05-31 15:00:00,608945,2018,31,5,15,22,608945
"25579","",2018-05-31 16:00:00,603208,2018,31,5,16,22,603208
"25580","",2018-05-31 17:00:00,591777,2018,31,5,17,22,591777
"25581","",2018-05-31 18:00:00,578398,2018,31,5,18,22,578398
"25582","",2018-05-31 19:00:00,562108,2018,31,5,19,22,562108
"25583","",2018-05-31 20:00:00,536943,2018,31,5,20,22,536943
"25584","",2018-05-31 21:00:00,504768,2018,31,5,21,22,504768
"25585","",2018-05-31 22:00:00,470411,2018,31,5,22,22,470411
"25586","",2018-05-31 23:00:00,438496,2018,31,5,23,22,438496
"25587","",2018-06-01 00:00:00,415164,2018,1,6,0,22,415164
"25588","",2018-06-01 01:00:00,399400,2018,1,6,1,22,399400
"25589","",2018-06-01 02:00:00,393408,2018,1,6,2,22,393408
"25590","",2018-06-01 03:00:00,398347,2018,1,6,3,22,398347
"25591","",2018-06-01 04:00:00,413178,2018,1,6,4,22,413178
"25592","",2018-06-01 05:00:00,435055,2018,1,6,5,22,435055
"25593","",2018-06-01 06:00:00,458456,2018,1,6,6,22,458456
"25594","",2018-06-01 07:00:00,483487,2018,1,6,7,22,483487
