"","results.parameter","results.city","results.country","results.coordinates.latitude","results.coordinates.longitude","units","valuemax","valuemean","tally"
"558","pm25","DISTRITO FEDERAL","MX",19.4246,-99.1195,"micrograms per cubic meter",52,18.0909090909091,88
"559","pm25","DISTRITO FEDERAL","MX",19.4684,-99.1697,"micrograms per cubic meter",35,16.0277777777778,72
"560","pm25","DODGE","US",43.46611,-88.621109,"micrograms per cubic meter",10.5,3.63203883495146,103
"561","pm25","DONA ANA","US",32.310332,-106.751211,"micrograms per cubic meter",29,6.16831683168317,101
"562","pm25","DORCHESTER","US",38.5876,-76.1408,"micrograms per cubic meter",13,2.83333333333333,60
"563","pm25","Dordogne","FR",45.1897286682993,0.727222155106117,"micrograms per cubic meter",10.1,5.17217391304348,115
"564","pm25","Doubs","FR",47.2474002555546,6.01541558650808,"micrograms per cubic meter",12.3,6.21517857142857,112
"565","pm25","Doubs","FR",47.3512703177986,6.3597218686054,"micrograms per cubic meter",12.9,6.95614035087719,114
"566","pm25","Doubs","FR",47.5103033076458,6.79400340956015,"micrograms per cubic meter",12.4,6.68157894736842,114
"567","pm25","DOUGLAS","US",38.897611,-119.732101,"micrograms per cubic meter",347,56.7640449438202,89
"568","pm25","DOUGLAS","US",43.152911,-123.382212,"micrograms per cubic meter",212.8,125.254545454545,66
"569","pm25","Dover","US",38.9847,-75.5556,"micrograms per cubic meter",12.9,5.5625,104
"570","pm25","Drammen","NO",59.749526,10.165301,"micrograms per cubic meter",5.8,2.24392523364486,107
"571","pm25","Drammen","NO",59.753618,10.144397,"micrograms per cubic meter",6.1,2.59320388349515,103
"572","pm25","Drenas","XK",42.625568,20.89621,"micrograms per cubic meter",28.441,12.5856140350877,57
"573","pm25","Dubai","AE",25.25848,55.309166,"micrograms per cubic meter",78,54.8534482758621,116
"574","pm25","Dublin City","IE",53.333333,-6.366667,"micrograms per cubic meter",9.213886,4.00650415714286,112
"575","pm25","Dublin City","IE",53.336295,-6.30902,"micrograms per cubic meter",10.67001,4.90631268352941,85
"576","pm25","Dublin City","IE",53.353889,-6.278056,"micrograms per cubic meter",17.834066,4.63853922545455,55
"577","pm25","Dublin City","IE",53.372042,-6.175326,"micrograms per cubic meter",9.717001,5.14669502,50
"578","pm25","Dublin City","IE",53.39025,-6.305266,"micrograms per cubic meter",12.17175,4.61985753012048,83
"579","pm25","Dubrovacko-neretvanska","HR",42.6446972216871,18.1226111111111,"micrograms per cubic meter",11,5.28958333333333,48
"580","pm25","DUCHESNE","US",40.2943,-110.009,"micrograms per cubic meter",73.7,10.6540229885057,87
"581","pm25","Duluth","US",46.743889,-92.166946,"micrograms per cubic meter",8,3.08064516129032,62
"582","pm25","Duluth","US",46.8183,-92.0892,"micrograms per cubic meter",10,5.1025641025641,78
"583","pm25","DUNN","US",47.342589,-102.645997,"micrograms per cubic meter",14,4.75,72
"584","pm25","Durango","US",37.10258,-107.870219,"micrograms per cubic meter",13.4,4.044,1000
"585","pm25","Durham","US",35.889402,-78.8747,"micrograms per cubic meter",10.1,5.175,104
"586","pm25","Durham","US",36.032955,-78.904037,"micrograms per cubic meter",14,4.22222222222222,90
"587","pm25","DUVAL","US",30.356111,-81.635556,"micrograms per cubic meter",13.9,5.9472972972973,74
"588","pm25","Dyersburg","US",36.0528,-89.3819,"micrograms per cubic meter",24,10,70
"589","pm25","Eastbourne","GB",50.805778,0.271611,"micrograms per cubic meter",8,5.86746987951807,83
"590","pm25","EAU CLAIRE","US",44.761398,-91.413002,"micrograms per cubic meter",7,3.16019417475728,103
"591","pm25","Edinburgh","GB",55.945589,-3.182186,"micrograms per cubic meter",8,3.95689655172414,116
"592","pm25","El Bosque","CL",-33.547099645619,-70.666204101852,"micrograms per cubic meter",84,26.873786407767,103
"593","pm25","El Centro","US",32.67618,-115.48307,"micrograms per cubic meter",45,12.0111111111111,90
"594","pm25","El Paso","US",31.66752,-106.28774,"micrograms per cubic meter",57.5,6.45698924731183,93
"595","pm25","El Paso","US",31.7467,-106.402802,"micrograms per cubic meter",44.6,7.34673913043478,92
"596","pm25","El Paso","US",31.768056,-106.501111,"micrograms per cubic meter",36.5,8.52365591397849,93
"597","pm25","Elizabethtown","US",37.7064,-85.8517,"micrograms per cubic meter",17.7,9.22463768115942,69
"598","pm25","Ellensburg","US",46.9936,-120.545,"micrograms per cubic meter",108,40.5340909090909,88
"599","pm25","Eloor","IN",10.073232,76.302765,"micrograms per cubic meter",5,5,21
"600","pm25","Elverum","NO",60.88364255,11.55930063,"micrograms per cubic meter",204.50789,3.87140711926606,109
"601","pm25","Enschede","NL",52.2345,6.91949,"micrograms per cubic meter",22.8806,7.32948324324324,74
"602","pm25","Envigado","CO",6.1686831,-75.5819702,"micrograms per cubic meter",37.2146,14.5355389565217,115
"603","pm25","ERIE","US",42.92111,-78.76611,"micrograms per cubic meter",17.5,5.4546875,64
"604","pm25","ERIE","US",42.9981,-78.8993,"micrograms per cubic meter",13.1,4.32753623188406,69
"605","pm25","Ernakulam","IN",9.985653,76.281342,"micrograms per cubic meter",28.5,4.68941176470588,34
"606","pm25","ESSEX","US",44.3647,-73.9017,"micrograms per cubic meter",10.3,4.35593220338983,59
"607","pm25","Essonne","FR",48.3641401278483,2.23693980475023,"micrograms per cubic meter",13.5,4.2765625,64
"608","pm25","Eugene-Springfield","US",43.74436,-122.480506,"micrograms per cubic meter",570.8,203.598529411765,68
"609","pm25","Eugene-Springfield","US",43.7995,-123.0535,"micrograms per cubic meter",807.1,319.350561797753,89
"610","pm25","Eugene-Springfield","US",43.989643,-124.109312,"micrograms per cubic meter",579.2,96.5546875,64
"611","pm25","Eugene-Springfield","US",44.0263,-123.08377,"micrograms per cubic meter",535.5,294.843181818182,88
"612","pm25","Eugene-Springfield","US",44.046683,-123.017736,"micrograms per cubic meter",484.6,245.604444444444,90
"613","pm25","Eugene-Springfield","US",44.067223,-123.14135,"micrograms per cubic meter",476.1,227.262365591398,93
"614","pm25","Eugene-Springfield","US",44.1158,-123.12107,"micrograms per cubic meter",566.7,321.37397260274,73
"615","pm25","Eure-et-Loir","FR",48.439285876297,1.46877243899394,"micrograms per cubic meter",53.2,10.6083333333333,996
"616","pm25","Evansville","US",37.8714,-87.4633,"micrograms per cubic meter",17.1,7.76574074074074,108
"617","pm25","Fairbanks","US",64.762973,-147.310297,"micrograms per cubic meter",16,2.9873417721519,79
"618","pm25","Fairbanks","US",64.8458,-147.72727,"micrograms per cubic meter",12,3.09210526315789,76
"619","pm25","Faridabad","IN",28.376058,77.315741,"micrograms per cubic meter",84.42,33.9936666666667,30
"620","pm25","Faridabad","IN",28.39072,77.30059,"micrograms per cubic meter",137.16,64.5695744680851,47
"621","pm25","Faridabad","IN",28.4088421,77.3099081,"micrograms per cubic meter",97,63.8333333333333,12
"622","pm25","Faridabad","IN",28.4417,77.3217,"micrograms per cubic meter",127.13,75.5645454545455,44
"623","pm25","Faro","PT",37.015,-7.926667,"micrograms per cubic meter",15.7,5.21565217391304,115
"624","pm25","Fatehabad ","IN",29.503664,75.467934,"micrograms per cubic meter",61.3,37.52,15
"625","pm25","FAYETTE","US",29.962474,-96.745875,"micrograms per cubic meter",20.3,4.9591,1000
"626","pm25","Fayetteville-Springdale-Rogers","US",36.1797,-94.1167,"micrograms per cubic meter",17.2,8.41754385964912,57
"627","pm25","Fayetteville","US",35.041416,-78.953112,"micrograms per cubic meter",10,4.54545454545455,99
"628","pm25","FERGUS","US",47.048537,-109.455315,"micrograms per cubic meter",9.9,3.85365853658537,82
"629","pm25","FLATHEAD","US",48.363694,-114.189272,"micrograms per cubic meter",18.1,5.91566265060241,83
"630","pm25","Flint","US",43.0289,-83.669403,"micrograms per cubic meter",13.9,3.50545454545455,55
"631","pm25","Florence","US",34.2143,-79.7673,"micrograms per cubic meter",14.7,6.01318681318681,91
"632","pm25","FOREST","US",45.5639,-88.81,"micrograms per cubic meter",5.2,2.28019801980198,101
"633","pm25","Fort Smith","US",35.408138,-94.524414,"micrograms per cubic meter",18,7.34177215189873,79
"634","pm25","FRANKLIN","US",42.082222,-111.864167,"micrograms per cubic meter",45,6.59302325581395,86
"635","pm25","FRANKLIN","US",42.605816,-72.596689,"micrograms per cubic meter",20,7.92,50
"636","pm25","Fredrikstad","NO",59.210191,10.940097,"micrograms per cubic meter",8.598203,3.04145019266055,109
"637","pm25","Fredrikstad","NO",59.2103,10.9454,"micrograms per cubic meter",9.1,3.61372549019608,102
"638","pm25","French Guiana","FR",4.93784416911561,-52.3209364190869,"micrograms per cubic meter",14.2,7.88,115
"639","pm25","FRESNO","US",36.1994,-120.0991,"micrograms per cubic meter",111,42.5797101449275,69
"640","pm25","FRESNO","US",36.6324,-120.3822,"micrograms per cubic meter",129,63.5820895522388,67
"641","pm25","FRESNO","US",36.6972,-119.0189,"micrograms per cubic meter",407.7,50.1426470588235,68
"642","pm25","FRESNO","US",36.78538,-119.77321,"micrograms per cubic meter",95.2,44.7545454545455,99
"643","pm25","Frosinone","IT",41.49,13.83069,"micrograms per cubic meter",134,24.9279279279279,111
"644","pm25","Frosinone","IT",41.639666,13.348913,"micrograms per cubic meter",61,16.4375,112
"645","pm25","Frosinone","IT",41.67,13.674472,"micrograms per cubic meter",23,8.58558558558559,111
"646","pm25","Frosinone","IT",41.69,13.250411,"micrograms per cubic meter",58,18.3942307692308,104
"647","pm25","Fuyang","CN",32.8603,115.8556,"micrograms per cubic meter",144,56.0329341317365,334
"648","pm25","Fuyang","CN",32.88922222,115.7838889,"micrograms per cubic meter",137,52.8567164179104,335
"649","pm25","Fuyang","CN",32.8928,115.8275,"micrograms per cubic meter",149,52.3957703927492,331
"650","pm25","Gainesville","US",34.3003,-83.8139,"micrograms per cubic meter",8.7,6.45217391304348,23
"651","pm25","GALLATIN","US",44.657014,-111.089618,"micrograms per cubic meter",18,5.45454545454545,44
"652","pm25","GALLATIN","US",45.683765,-111.056282,"micrograms per cubic meter",31.4,12.7525,80
"653","pm25","Gard","FR",43.8343944035121,4.37422051188023,"micrograms per cubic meter",17,8.47699115044248,113
"654","pm25","Gard","FR",44.0535311975936,4.69736248588371,"micrograms per cubic meter",16.4,8.08141592920354,113
"655","pm25","GARRETT","US",39.705799,-79.011902,"micrograms per cubic meter",21,5.90721649484536,97
"656","pm25","Gaya","IN",24.762518,84.982348,"micrograms per cubic meter",47.44,20.9705882352941,34
"657","pm25","Gaya","IN",24.7955,84.9994,"micrograms per cubic meter",153,48.6206896551724,29
"658","pm25","GBU","US",36.60901,-118.05788,"micrograms per cubic meter",322,102.096774193548,31
"659","pm25","GBU","US",36.60902,-118.057945,"micrograms per cubic meter",37,13,17
"660","pm25","GBU","US",36.60902,-118.057902,"micrograms per cubic meter",47,14.1666666666667,12
"661","pm25","GBU","US",36.60902,-118.05788,"micrograms per cubic meter",55,40.5,6
"662","pm25","GBU","US",36.609042,-118.057945,"micrograms per cubic meter",19,8.27272727272727,11
"663","pm25","GBU","US",36.609052,-118.057859,"micrograms per cubic meter",42,13.3636363636364,11
"664","pm25","GBU","US",36.609256,-118.052044,"micrograms per cubic meter",26,10.75,12
"665","pm25","GBU","US",38.765613,-119.807475,"micrograms per cubic meter",257,96.1538461538462,13
"666","pm25","GBU","US",38.765634,-119.807432,"micrograms per cubic meter",231,64.6315789473684,19
"667","pm25","GBU","US",38.765634,-119.80741,"micrograms per cubic meter",178,92.1538461538462,13
"668","pm25","GBU","US",38.765634,-119.807389,"micrograms per cubic meter",83,44.2142857142857,14
"669","pm25","GBU","US",38.765656,-119.807432,"micrograms per cubic meter",50,30.1666666666667,6
"670","pm25","GBU","US",38.765656,-119.80741,"micrograms per cubic meter",46,14,10
"671","pm25","GBU","US",38.765666,-119.807475,"micrograms per cubic meter",109,89.5,10
"672","pm25","GBU","US",38.765666,-119.807367,"micrograms per cubic meter",118,74.8333333333333,12
"673","pm25","Geelong","AU",-38.17356,144.3703,"micrograms per cubic meter",13.4,5.42928571428571,98
"674","pm25","Gers","FR",43.6302520650036,0.179722345632656,"micrograms per cubic meter",10.4,4.92920353982301,113
"675","pm25","Gettysburg","US",39.9233,-77.3081,"micrograms per cubic meter",13.1,6.81584158415842,101
"676","pm25","Gharb","MT",36.0670700094886,14.19715309,"micrograms per cubic meter",67.7,10.6695647948164,926
"677","pm25","Ghaziabad","IN",28.646233,77.358075,"micrograms per cubic meter",84,51.3666666666667,30
"678","pm25","Ghaziabad","IN",28.6603346,77.3572563,"micrograms per cubic meter",112,56.7654320987654,81
"679","pm25","Ghaziabad","IN",28.685382,77.453839,"micrograms per cubic meter",79,56.2666666666667,15
"680","pm25","Ghaziabad","IN",28.757294,77.278792,"micrograms per cubic meter",127,61.1,30
"681","pm25","Gipuzkoa","ES",43.0483333294643,-2.19111111,"micrograms per cubic meter",37,13.0333333333333,30
"682","pm25","Gipuzkoa","ES",43.2505555494641,-2.155,"micrograms per cubic meter",11,4.98039215686275,51
"683","pm25","Gipuzkoa","ES",43.309444439464,-2.01111111,"micrograms per cubic meter",32,15.0769230769231,39
"684","pm25","Gipuzkoa","ES",43.322777769464,-1.96027777,"micrograms per cubic meter",17,9.47727272727273,44
"685","pm25","Gironde","FR",44.8005714966263,-0.588056049605605,"micrograms per cubic meter",10.4,5.65142857142857,70
"686","pm25","Gironde","FR",44.9003038561871,-0.514722081386508,"micrograms per cubic meter",11.9,5.03070175438596,114
"687","pm25","Gjilan","XK",42.461143,21.467201,"micrograms per cubic meter",34.451,14.3107525773196,97
"688","pm25","Gladstone","AU",-23.9408,151.351,"micrograms per cubic meter",5.3,3.91896551724138,116
"689","pm25","Gladstone","AU",-23.8701,151.222,"micrograms per cubic meter",6.4,4.97068965517241,116
"690","pm25","Gladstone","AU",-23.8626,151.27,"micrograms per cubic meter",8.5,6.36379310344828,116
"691","pm25","Gladstone","AU",-23.8199,151.154,"micrograms per cubic meter",6.3,4.71034482758621,116
"692","pm25","Gladstone","AU",-23.7937,151.16,"micrograms per cubic meter",4.9,3.98189655172414,116
"693","pm25","Gladstone","AU",-23.7744,151.105,"micrograms per cubic meter",5.8,4.28620689655172,116
"694","pm25","Glasgow","GB",55.860936,-4.238214,"micrograms per cubic meter",8,4.57657657657658,111
"695","pm25","Glasgow","GB",55.865782,-4.243631,"micrograms per cubic meter",8,4.82758620689655,116
"696","pm25","GLENN","US",39.53387,-122.190834,"micrograms per cubic meter",250,89.5408163265306,98
"697","pm25","Grad Beograd","RS",44.82112,20.459113,"micrograms per cubic meter",33.659,15.7140224137931,116
"698","pm25","Grajewo","PL",53.639793,22.470274,"micrograms per cubic meter",48.4,10.4372727272727,110
"699","pm25","Grand Junction","US",39.063599,-108.561096,"micrograms per cubic meter",46.2,9.55375,80
"700","pm25","Grand Rapids-Wyoming","US",42.984699,-85.671097,"micrograms per cubic meter",12.1,5.37378640776699,103
"701","pm25","Grangemouth","GB",56.010319,-3.704399,"micrograms per cubic meter",8,4.60344827586207,116
"702","pm25","GRANT","US",42.692131,-90.696373,"micrograms per cubic meter",9.5,2.42427184466019,103
"703","pm25","GRANT","US",44.417999,-118.951302,"micrograms per cubic meter",310,26.27875,80
"704","pm25","GRANT","US",47.24126,-119.84595,"micrograms per cubic meter",225.8,53.5611111111111,90
"705","pm25","Grants Pass","US",42.290094,-123.2321,"micrograms per cubic meter",447,174.556043956044,91
"706","pm25","Grants Pass","US",42.434149,-123.348466,"micrograms per cubic meter",316.4,141.043820224719,89
"707","pm25","Greater Noida","IN",28.47272,77.482,"micrograms per cubic meter",147,68.125,16
"708","pm25","Greater Noida","IN",28.557054,77.453663,"micrograms per cubic meter",129,49.7317073170732,41
"709","pm25","Greeley","US",40.4147,-104.7061,"micrograms per cubic meter",24.4,10.1382716049383,81
"710","pm25","Green Bay","US",44.5167,-87.9939,"micrograms per cubic meter",8.1,3.02941176470588,102
"711","pm25","GREENE","US",39.82,-80.2897,"micrograms per cubic meter",14.7,7.88488372093023,86
"712","pm25","Greensboro-High Point","US",36.109006,-79.802314,"micrograms per cubic meter",13,5.03333333333333,90
"713","pm25","Greenville","US",34.843899,-82.414597,"micrograms per cubic meter",22.1,5.04,95
"714","pm25","Greenville","US",35.641276,-77.360126,"micrograms per cubic meter",11,4.6,90
"715","pm25","Grenland","NO",59.057304,9.695568,"micrograms per cubic meter",18.365406,3.11616120183486,109
"716","pm25","Grenland","NO",59.13354,9.6219,"micrograms per cubic meter",16.208647,3.33240022340426,94
"717","pm25","Grenland","NO",59.15927,9.63565,"micrograms per cubic meter",8.3,5.25092592592593,108
"718","pm25","Grevenmacher","LU",49.7222599994706,6.30533,"micrograms per cubic meter",12,5.5377358490566,106
"719","pm25","Groningen","NL",53.2178,6.5789,"micrograms per cubic meter",22.224,6.83971802469136,81
"720","pm25","Groningen","NL",53.2465,6.60894,"micrograms per cubic meter",21.8516,8.55226197530864,81
"721","pm25","Grundartangi","IS",64.334164,-21.835686,"micrograms per cubic meter",4.17333,0.673754834897959,49
"722","pm25","Grundartangi","IS",64.373583,-21.759139,"micrograms per cubic meter",32.9733,9.86690061403509,114
"723","pm25","GUANAJUATO","MX",20.518317,-100.81591,"micrograms per cubic meter",47.9,17.5493150684932,73
"724","pm25","GUANAJUATO","MX",20.537683,-100.83994,"micrograms per cubic meter",33.1,10.1402777777778,72
"725","pm25","GUANAJUATO","MX",20.558153,-101.20485,"micrograms per cubic meter",67.2,16.5072463768116,69
"726","pm25","GUANAJUATO","MX",20.657939,-101.34915,"micrograms per cubic meter",27.5,11.6074626865672,67
"727","pm25","GUANAJUATO","MX",20.67495,-101.35595,"micrograms per cubic meter",63.2,12.0295774647887,71
"728","pm25","GUANAJUATO","MX",20.914813,-100.743844,"micrograms per cubic meter",22,7.7536231884058,69
"729","pm25","GUANAJUATO","MX",21.017676,-101.257517,"micrograms per cubic meter",23.6,9.8972602739726,73
"730","pm25","GUANAJUATO","MX",21.298874,-100.51557,"micrograms per cubic meter",17.7,7.20377358490566,53
"731","pm25","Guangzhou","CN",23.12,113.32,"micrograms per cubic meter",28,14.3362831858407,113
"732","pm25","Gulfport-Biloxi","US",30.3008,-89.395798,"micrograms per cubic meter",19.4,7.58269230769231,104
"733","pm25","Gulfport-Biloxi","US",30.39,-89.0497,"micrograms per cubic meter",16.8,9.57184466019418,103
"734","pm25","Gurugram","IN",28.422681,77.148944,"micrograms per cubic meter",80.09,48.3110526315789,19
"735","pm25","Gurugram","IN",28.4227,77.0667,"micrograms per cubic meter",110.03,71.6533333333333,39
"736","pm25","Gurugram","IN",28.4275,77.1465,"micrograms per cubic meter",999.99,78.2232558139535,43
"737","pm25","Gurugram","IN",28.4501238,77.0263051,"micrograms per cubic meter",119.3,66.9405797101449,69
"738","pm25","Guwahati","IN",26.181742,91.78063,"micrograms per cubic meter",69,19.9363333333333,30
"739","pm25","Gwalior","IN",26.203442,78.193251,"micrograms per cubic meter",106,37.4130434782609,46
"740","pm25","Gyor-Moson-Sopron","HU",47.6852798494656,17.63944435,"micrograms per cubic meter",30.917786,11.7239095513043,115
"741","pm25","Hagerstown-Martinsburg","US",39.565601,-77.721901,"micrograms per cubic meter",35,4.94444444444444,90
"742","pm25","Hainaut","BE",50.377592,4.4247,"micrograms per cubic meter",12.8065,8.0682,5
"743","pm25","Hainaut","BE",50.4078101998156,4.39589711703924,"micrograms per cubic meter",13.7735,10.7758,5
"744","pm25","Hainaut","BE",50.409311,4.452172,"micrograms per cubic meter",14.7405,8.2616,5
"745","pm25","Hainaut","BE",50.4164333599369,4.52113020813044,"micrograms per cubic meter",12.8065,8.3583,5
"746","pm25","Hainaut","BE",50.428995,4.458681,"micrograms per cubic meter",13.7735,8.9385,5
"747","pm25","Hainaut","BE",50.4651921568256,3.93971432552384,"micrograms per cubic meter",13.7735,7.7781,5
"748","pm25","Hainaut","BE",50.6167184021922,3.45762442718173,"micrograms per cubic meter",11.8395,6.2309,5
"749","pm25","Hajipur","IN",25.697189,85.2459,"micrograms per cubic meter",62.56,32.7295121951219,41
"750","pm25","Hamar","NO",60.79646,11.09777,"micrograms per cubic meter",27.123526,4.93212839130435,69
"751","pm25","HAMILTON","US",30.4264,-82.7947,"micrograms per cubic meter",17.9,7.71818181818182,44
"752","pm25","HAMPDEN","US",42.120248,-72.58499,"micrograms per cubic meter",13,6.8,80
"753","pm25","HANCOCK","US",44.377048,-68.260902,"micrograms per cubic meter",4.6,1.78089887640449,89
"754","pm25","Hanford-Corcoran","US",36.3144,-119.6436,"micrograms per cubic meter",154,54.1014492753623,69
"755","pm25","Hani i Elezit","XK",42.153961,21.29601,"micrograms per cubic meter",19.188,13.0820120481928,83
"756","pm25","Hanoi","VN",21.021938,105.81881,"micrograms per cubic meter",82,23.6486486486486,74
"757","pm25","Hapur","IN",28.725645,77.749675,"micrograms per cubic meter",53,31,25
"758","pm25","Harjumaa","EE",59.4141766899562,24.6495019016544,"micrograms per cubic meter",6.027,1.70387368421053,95
"759","pm25","HARNEY","US",43.58925,-119.048302,"micrograms per cubic meter",223,19.6963855421687,83
"760","pm25","Harriman","US",35.9386,-84.5439,"micrograms per cubic meter",14,5.79166666666667,72
"761","pm25","Harrisburg-Carlisle","US",40.2464,-77.1867,"micrograms per cubic meter",12.5,7.07373737373737,99
"762","pm25","Harrisburg-Carlisle","US",40.246992,-76.846988,"micrograms per cubic meter",13.6,7.35865384615385,104
"763","pm25","Harstad","NO",68.79222701,16.53742346,"micrograms per cubic meter",3.254833,1.22586376146789,109
"764","pm25","Hartford-West Hartford-East Hartford","US",41.771444,-72.679923,"micrograms per cubic meter",13.1,6.41584158415842,101
"765","pm25","Hartford-West Hartford-East Hartford","US",41.7847,-72.6297,"micrograms per cubic meter",12.4,5.7,101
"766","pm25","Hattiesburg","US",31.322779,-89.287498,"micrograms per cubic meter",14.8,9.16190476190476,105
"767","pm25","Haut-Rhin","FR",47.7374108002695,7.3090794271686,"micrograms per cubic meter",25.3,12.9928571428571,112
"768","pm25","Haute-Corse","FR",42.2360870106484,9.19003485112794,"micrograms per cubic meter",34.9,6.16869565217391,115
"769","pm25","Haute-Corse","FR",42.6713433605323,9.43464610299369,"micrograms per cubic meter",22.6,10.8895652173913,115
"770","pm25","Haute-Garonne","FR",43.587192917729,1.44388910562383,"micrograms per cubic meter",17.3,8.80260869565217,115
"771","pm25","Haute-Garonne","FR",43.6236195829158,1.43860701175321,"micrograms per cubic meter",16.8,8.35391304347826,115
"772","pm25","Haute-Garonne","FR",43.6430597871857,1.46764954488879,"micrograms per cubic meter",25.9,11.0359649122807,114
"773","pm25","Haute-Marne","FR",48.6458392908865,4.96611146943374,"micrograms per cubic meter",9.6,4.08608695652174,115
"774","pm25","Haute-Savoie","FR",45.89525737885,6.11833556860965,"micrograms per cubic meter",21.3,7.71067961165049,103
"775","pm25","Haute-Savoie","FR",45.9236343183621,6.71361317478429,"micrograms per cubic meter",18.2,8.20173913043478,115
"776","pm25","Haute-Savoie","FR",46.0722194476777,5.82083151281495,"micrograms per cubic meter",10.1,5.53695652173913,92
"777","pm25","Haute-Savoie","FR",46.193673253211,6.21485954588829,"micrograms per cubic meter",14.6,8.95130434782609,115
"778","pm25","Haute-Vienne","FR",45.8310745543702,1.25687782977583,"micrograms per cubic meter",357.6,9.63541017653167,963
"779","pm25","Hautes-Alpes","FR",44.5486285541342,6.06730227731882,"micrograms per cubic meter",16.4,8.06785714285714,112
"780","pm25","Hautes-Alpes","FR",44.5552221289565,6.07306047829002,"micrograms per cubic meter",14.8,8.0140350877193,114
"781","pm25","HAWAII","US",19.555445,-155.102036,"micrograms per cubic meter",10,3.98461538461538,65
"782","pm25","HAWAII","US",19.611915,-155.055038,"micrograms per cubic meter",11,4.1875,80
"783","pm25","Heerlen","NL",50.888,5.9705,"micrograms per cubic meter",20.4208,8.29801625,80
"784","pm25","Heerlen","NL",50.9003,5.98685,"micrograms per cubic meter",16.7164,7.07031157894737,76
"785","pm25","Hefei","CN",31.7386,117.278,"micrograms per cubic meter",84,40.1862745098039,102
"786","pm25","Hefei","CN",31.7848,117.196,"micrograms per cubic meter",72,36.5686274509804,102
"787","pm25","Hefei","CN",31.7956,117.302,"micrograms per cubic meter",77,41.8910891089109,101
"788","pm25","Hefei","CN",31.8516,117.124,"micrograms per cubic meter",108,36.6022727272727,88
"789","pm25","Hefei","CN",31.8572,117.25,"micrograms per cubic meter",83,38.5686274509804,102
"790","pm25","Hefei","CN",31.8585,117.336,"micrograms per cubic meter",85,41.16,100
"791","pm25","Hefei","CN",31.8706,117.259,"micrograms per cubic meter",121,38.49,100
"792","pm25","Hefei","CN",31.8766,117.307,"micrograms per cubic meter",78,37.7843137254902,102
"793","pm25","Hefei","CN",31.9051,117.16,"micrograms per cubic meter",78,37.2450980392157,102
"794","pm25","Hefei","CN",31.9438,117.266,"micrograms per cubic meter",89,45.1584158415842,101
"795","pm25","Helena","US",46.6588,-112.0131,"micrograms per cubic meter",24.8,7.49268292682927,82
"796","pm25","Hickory-Lenoir-Morganton","US",35.728889,-81.365556,"micrograms per cubic meter",14,6.45263157894737,95
"797","pm25","HILLSBOROUGH","US",27.779712,-82.419835,"micrograms per cubic meter",15.4,5.88173076923077,104
"798","pm25","Hilo","US",19.117561,-155.778137,"micrograms per cubic meter",9,3.46428571428571,56
"799","pm25","Hilo","US",19.2065,-155.4689,"micrograms per cubic meter",7,2.96296296296296,27
"800","pm25","Hilo","US",19.5097,-155.9133,"micrograms per cubic meter",127,7.57746478873239,71
"801","pm25","Hilo","US",19.717562,-155.110535,"micrograms per cubic meter",14,5.16883116883117,77
"802","pm25","Hisar","IN",29.14056,75.744941,"micrograms per cubic meter",78.79,51.6470967741935,31
"803","pm25","Ho Chi Minh City","VN",10.782773,106.700035,"micrograms per cubic meter",985,40.7040816326531,98
"804","pm25","Hobbs","US",32.7267,-103.1233,"micrograms per cubic meter",85,8.31428571428571,70
"805","pm25","Hoek v. Holland","NL",51.9778,4.12194,"micrograms per cubic meter",12.9,5.12075471698113,53
"806","pm25","HOLMES","US",30.8475,-85.6044,"micrograms per cubic meter",15.6,9.4063829787234,47
"807","pm25","Homosassa Springs","US",28.958372,-82.643094,"micrograms per cubic meter",12.1,6.26444444444444,45
"808","pm25","Honolulu","US",21.3039,-157.8711,"micrograms per cubic meter",13,4.325,80
"809","pm25","Honolulu","US",21.310301,-157.858093,"micrograms per cubic meter",8,3.45945945945946,74
"810","pm25","Honolulu","US",21.323601,-158.088593,"micrograms per cubic meter",9,4.11494252873563,87
"811","pm25","Honolulu","US",21.392834,-157.969131,"micrograms per cubic meter",11,4.31506849315068,73
"812","pm25","Houma-Bayou Cane-Thibodaux","US",29.7639,-90.7653,"micrograms per cubic meter",27.7,11.8078431372549,102
"813","pm25","Houston-Sugar Land-Baytown","US",29.5831,-95.0156,"micrograms per cubic meter",14.1,9.03444444444444,90
"814","pm25","Houston-Sugar Land-Baytown","US",29.7339,-95.2575,"micrograms per cubic meter",17.1,10.1139784946237,93
"815","pm25","Houston-Sugar Land-Baytown","US",30.3503,-95.425,"micrograms per cubic meter",18.6,8.91413043478261,92
"816","pm25","Hovedstaden","DK",55.6743033303032,12.571113917497,"micrograms per cubic meter",16.1,8.37126436781609,87
"817","pm25","HOWARD","US",39.143197,-76.846192,"micrograms per cubic meter",14,5.69148936170213,94
"818","pm25","Howrah","IN",22.611968,88.347422,"micrograms per cubic meter",38,16.35,8
"819","pm25","Howrah","IN",22.629801,88.352017,"micrograms per cubic meter",55.5,25.7647058823529,34
"820","pm25","Huaibei","CN",33.8997,116.8067,"micrograms per cubic meter",114,43.3023952095808,334
"821","pm25","Huaibei","CN",33.9461,116.7844,"micrograms per cubic meter",141,45.4790419161677,334
"822","pm25","Huaibei","CN",33.975,116.8008,"micrograms per cubic meter",162,43.4698795180723,332
